station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,avg_wind_speed_kts,avg_wind_drct,max_rh,avg_feel
FNL,2024-01-01,55.0,18.0,28.0,16.0,2.2593381,140.02042,92.5656,33.18939
LMO,2024-01-01,60.0,18.5,28.4,14.5,1.6678966,330.39075,83.369865,36.00776
GXY,2024-01-01,56.0,10.0,23.0,5.0,1.9986453,5.746403,83.773575,26.38329
GXY,2024-01-02,49.0,13.0,25.0,9.0,2.6069288,314.53568,80.27277,23.480366
FNL,2024-01-02,47.0,22.0,23.0,17.0,2.2593381,135.1602,84.6589,30.642103
LMO,2024-01-02,50.0,21.2,24.3,16.3,1.9268292,279.52533,80.155754,30.975807
FNL,2024-01-03,49.0,19.0,23.0,15.0,4.605574,102.93675,84.394104,27.173702
LMO,2024-01-03,50.5,18.0,23.0,12.4,2.0905924,328.6368,79.53867,30.577578
GXY,2024-01-03,48.0,10.0,21.0,6.0,3.8234954,87.75289,84.0537,21.594387
GXY,2024-01-04,29.0,18.0,24.8,15.0,3.910393,52.367172,100.0,19.77338
FNL,2024-01-04,30.0,19.0,25.0,16.0,4.2579837,27.37151,92.80228,19.121801
LMO,2024-01-04,33.6,26.6,25.0,18.7,1.6864111,16.511827,84.6589,26.987082
GXY,2024-01-05,46.0,13.0,23.0,9.0,5.300755,338.39664,91.71853,22.609306
FNL,2024-01-05,42.0,18.0,25.0,10.0,5.300755,326.79935,92.04581,24.814508
LMO,2024-01-05,45.5,20.5,28.0,15.4,1.0174216,119.293884,88.07725,31.615963
FNL,2024-01-06,42.0,20.0,19.0,5.0,5.8221407,116.968254,77.34337,23.254644
LMO,2024-01-06,45.0,15.4,18.0,-1.7,3.804878,260.02744,78.73007,28.033146
GXY,2024-01-06,41.0,14.0,19.0,2.0,4.7793694,327.75717,80.5226,20.917513
LMO,2024-01-07,42.0,20.3,16.7,2.0,2.5296168,17.567554,60.989895,27.717995
FNL,2024-01-07,42.0,18.0,19.0,4.0,4.8662667,26.468344,70.76454,22.17621
GXY,2024-01-07,39.0,12.0,17.0,4.0,3.041417,26.675014,80.767914,19.779325
FNL,2024-01-08,31.0,14.0,18.0,1.0,15.554675,3.2263777,68.445625,11.643011
LMO,2024-01-08,36.0,11.0,23.0,2.0,6.5923343,17.835957,81.54898,20.734644
GXY,2024-01-08,32.0,14.0,18.0,3.0,15.554675,347.88907,74.36039,9.849457
LMO,2024-01-09,44.0,7.0,13.0,-0.4,4.4216027,263.32065,76.787254,23.133732
GXY,2024-01-09,38.0,0.0,12.0,-4.0,3.475905,126.2292,79.31644,14.564924
FNL,2024-01-09,37.0,6.0,18.0,2.0,4.8662667,199.8569,76.181496,18.580988
GXY,2024-01-10,42.0,20.0,15.0,-7.0,10.9491005,277.2519,59.37859,22.633543
FNL,2024-01-10,41.0,23.0,14.0,-6.0,13.990518,281.86288,54.90302,22.752802
LMO,2024-01-10,42.0,24.3,19.6,-5.0,13.9790945,265.06534,53.911716,25.400587
GXY,2024-01-11,27.0,0.0,16.0,-5.0,9.819431,24.258776,78.85976,4.398784
LMO,2024-01-11,29.5,3.7,14.5,-3.5,3.8885016,46.489048,74.365364,15.655571
FNL,2024-01-11,28.0,4.0,11.0,0.0,8.77666,45.58168,83.041336,6.7356024
FNL,2024-01-12,36.0,-2.0,7.0,-6.0,9.298046,222.89337,84.557335,5.1258473
LMO,2024-01-12,37.2,4.0,9.5,-3.6,8.891986,253.56494,75.27455,13.620523
GXY,2024-01-12,38.0,-5.0,8.0,-11.0,8.950456,330.44202,82.57888,0.48226964
LMO,2024-01-13,3.6,-9.0,-3.3,-16.2,2.4738677,75.71057,74.31742,-7.592618
GXY,2024-01-13,0.0,-14.0,-7.6,-23.0,5.387653,56.963745,78.48399,-17.98572
FNL,2024-01-13,-2.0,-15.0,-5.8,-20.2,5.7352433,126.83798,84.17487,-20.37467
GXY,2024-01-14,7.0,-6.0,-5.0,-14.0,3.910393,92.61079,75.14798,-10.935126
FNL,2024-01-14,8.0,-6.0,-5.0,-13.0,2.780724,124.24431,78.57882,-7.6035414
LMO,2024-01-14,12.6,-2.4,-3.0,-11.2,0.90592337,42.3798,72.234085,0.2299846
FNL,2024-01-15,3.0,-14.0,-4.0,-17.0,7.994581,41.90902,83.912224,-19.344687
LMO,2024-01-15,6.0,-16.0,-2.6,-22.0,3.630662,23.914062,71.2851,-9.113575
GXY,2024-01-15,3.0,-28.0,-4.0,-32.0,7.4731956,7.612918,83.912224,-21.949352
LMO,2024-01-16,41.7,-14.6,9.5,-22.0,1.7560976,202.7175,71.82219,6.2490015
FNL,2024-01-16,23.0,-22.0,2.0,-23.0,2.9545193,37.962276,82.57888,-5.85744
GXY,2024-01-16,14.0,-29.0,2.0,-34.0,2.2593381,316.41544,81.93348,-13.09071
LMO,2024-01-17,51.3,17.2,24.0,5.0,4.8222995,233.90858,66.886986,30.238464
FNL,2024-01-17,41.0,2.0,19.0,-2.0,4.7793694,50.90145,75.77549,15.094979
GXY,2024-01-17,37.0,-2.0,21.0,-5.0,3.1283145,323.75952,87.424934,9.817199
LMO,2024-01-18,54.5,14.5,21.6,5.0,7.226481,42.28264,67.63502,24.605013
FNL,2024-01-18,45.0,10.0,21.0,2.0,8.863558,72.1361,77.24964,12.256557
GXY,2024-01-18,31.0,7.0,21.0,2.0,8.4290695,25.808191,83.91452,7.4037137
FNL,2024-01-19,30.0,6.0,17.0,3.0,3.475905,122.50625,87.70293,12.222136
GXY,2024-01-19,30.0,9.0,17.0,5.0,3.475905,112.77104,85.165596,15.050912
LMO,2024-01-19,37.2,14.7,17.8,7.3,1.1149826,82.78537,78.33863,22.435286
FNL,2024-01-20,31.0,12.0,21.0,11.0,1.0427715,53.430264,87.70293,19.5438
LMO,2024-01-20,40.0,17.2,22.6,12.0,0.0,0.0,82.69548,26.874565
GXY,2024-01-20,32.0,10.0,21.0,7.0,1.3034644,350.19345,91.528046,17.763357
LMO,2024-01-21,53.4,22.3,29.7,17.8,1.4355401,289.04782,85.11957,34.61952
GXY,2024-01-21,48.0,15.0,30.0,12.0,2.52,285.8072,92.11594,26.122185
FNL,2024-01-21,43.0,18.0,30.0,17.0,2.4331334,23.392569,87.972015,29.249655
LMO,2024-01-22,56.5,27.0,29.5,21.4,2.4285715,308.63593,80.308556,37.531685
FNL,2024-01-22,49.0,26.0,31.0,24.0,2.2593381,85.98232,88.43512,35.261093
GXY,2024-01-22,53.0,24.0,31.0,23.0,2.5200312,125.39852,95.91279,33.217033
LMO,2024-01-23,55.6,24.0,32.0,21.2,1.8954704,355.03018,87.182045,38.624744
FNL,2024-01-23,52.0,24.0,32.0,22.0,4.0841885,50.90912,92.11594,33.43142
GXY,2024-01-23,54.0,21.0,32.0,21.0,3.6497002,62.02878,95.91279,31.765621
FNL,2024-01-24,49.0,27.0,33.0,24.0,2.085543,303.92395,92.25349,35.1605
LMO,2024-01-24,55.4,24.3,32.4,21.2,1.8954704,227.50667,87.198654,36.667442
GXY,2024-01-24,53.0,24.0,31.0,23.0,2.6069288,314.82993,96.00415,33.01302
FNL,2024-01-25,50.0,22.0,35.0,20.0,3.910393,31.807428,92.080986,32.28025
LMO,2024-01-25,53.6,21.0,28.0,15.8,2.5505226,333.8376,81.16704,35.474007
GXY,2024-01-25,49.0,18.0,30.0,16.0,3.041417,349.95975,95.856476,29.16936
LMO,2024-01-26,51.0,29.7,34.0,22.3,2.3135889,302.64206,88.729485,37.90118
GXY,2024-01-26,49.0,25.0,28.0,21.0,3.7365978,344.4787,88.2837,33.2252
FNL,2024-01-26,48.0,29.0,29.0,22.0,3.3021097,3.887391,84.91722,36.113747
GXY,2024-01-27,53.0,13.0,25.0,8.0,1.9117477,237.55217,91.75586,28.207882
LMO,2024-01-27,55.4,18.5,25.7,10.0,1.8302583,258.60168,81.06976,33.36378
FNL,2024-01-27,52.0,19.0,32.0,10.0,2.085543,165.92776,91.79295,32.902145
LMO,2024-01-28,64.2,22.6,25.0,15.0,1.825784,303.70068,74.31915,39.522556
FNL,2024-01-28,62.0,22.0,24.0,15.0,3.7365978,148.573,71.55874,38.78489
GXY,2024-01-28,62.0,17.0,26.0,13.0,3.041417,292.28473,81.088165,32.78662
FNL,2024-01-29,63.0,29.0,31.0,22.0,4.8662667,138.29976,74.96806,42.25119
LMO,2024-01-29,65.3,26.0,31.6,20.0,3.163763,217.47256,79.923134,41.724426
GXY,2024-01-29,61.0,21.0,31.0,19.0,4.344881,41.297577,88.12936,35.81484
LMO,2024-01-30,64.4,23.0,32.0,19.2,2.1414635,268.2632,84.6589,40.66587
FNL,2024-01-30,61.0,28.0,30.0,19.0,3.475905,71.0493,84.98082,40.604576
GXY,2024-01-30,62.0,18.0,29.0,15.0,2.085543,286.3286,87.865425,33.11185
FNL,2024-01-31,62.0,25.0,25.0,17.0,2.8676217,113.79727,84.593315,41.757236
LMO,2024-01-31,65.7,23.0,26.2,13.5,1.4773519,249.68127,73.848755,40.713768
GXY,2024-01-31,62.0,15.0,23.0,12.0,2.4331334,316.88458,83.98433,35.023556
FNL,2024-02-01,64.0,29.0,23.0,17.0,3.475905,92.08461,69.04303,43.842922
GXY,2024-02-01,64.0,20.0,24.0,14.0,2.9545193,92.45394,77.62127,37.296776
LMO,2024-02-01,67.0,27.5,25.0,15.6,2.0243902,336.86362,70.79692,44.172863
GXY,2024-02-02,55.0,21.0,41.0,15.0,4.605574,110.61397,96.19473,33.57422
LMO,2024-02-02,53.8,26.2,35.6,17.0,2.0766551,4.4927144,80.93028,40.445538
FNL,2024-02-02,52.0,27.0,40.0,20.0,5.387653,56.01054,96.19473,34.624943
GXY,2024-02-03,41.0,32.0,40.0,31.0,7.2994003,21.834671,100.0,29.84588
LMO,2024-02-03,42.0,33.0,39.0,32.0,4.6271777,352.5551,94.52923,33.648685
FNL,2024-02-03,41.0,29.0,40.0,29.0,7.212503,17.013018,100.0,28.38878
GXY,2024-02-04,42.0,25.0,37.0,23.0,3.5628026,277.27582,100.0,30.272568
FNL,2024-02-04,40.0,23.0,36.0,21.2,4.2579837,182.3737,100.0,24.643972
LMO,2024-02-04,34.7,24.0,32.4,22.0,1.0905924,154.00246,96.03984,28.70375
FNL,2024-02-05,50.0,18.0,34.0,17.6,1.9986453,301.3014,100.0,29.617289
GXY,2024-02-05,47.0,23.0,34.0,22.0,0.86897624,269.40317,100.0,30.039291
LMO,2024-02-05,46.8,20.0,31.0,17.4,1.2264808,239.4988,91.938866,31.79709
FNL,2024-02-06,54.0,25.0,35.0,23.0,2.9545193,45.86558,92.38751,35.16051
LMO,2024-02-06,55.6,28.4,31.3,21.0,1.3284132,273.008,86.61055,37.98493
GXY,2024-02-06,49.0,25.0,33.0,24.0,1.9986453,328.34402,96.05751,32.61936
FNL,2024-02-07,49.0,24.0,35.0,16.0,4.344881,312.73947,92.287315,33.332287
GXY,2024-02-07,48.0,23.0,35.0,22.0,3.475905,305.62167,95.91279,32.190876
LMO,2024-02-07,51.4,25.3,32.0,14.0,3.4843206,273.05798,84.6589,36.885235
FNL,2024-02-08,53.0,27.0,28.0,12.0,6.6042194,251.2626,84.91722,35.265167
GXY,2024-02-08,52.0,25.0,30.0,14.0,4.344881,71.46208,96.02206,35.28757
LMO,2024-02-08,55.4,36.5,22.0,10.2,7.882129,253.38805,55.314537,43.431393
LMO,2024-02-09,49.0,27.0,32.0,21.0,2.4808362,48.95395,90.76969,34.136303
FNL,2024-02-09,45.0,23.0,31.0,21.0,5.7352433,42.26206,100.0,28.431805
GXY,2024-02-09,47.0,23.0,31.0,22.0,5.300755,37.060005,100.0,28.617788
GXY,2024-02-10,32.0,19.0,29.0,17.0,9.211148,8.399905,96.00415,18.11646
FNL,2024-02-10,33.0,22.0,29.0,19.4,6.6911173,36.464603,95.96797,19.530525
LMO,2024-02-10,35.0,26.8,29.3,23.0,3.3519163,28.289925,89.62599,26.801115
FNL,2024-02-11,38.0,14.0,33.0,12.2,3.475905,174.88348,92.5656,22.192272
GXY,2024-02-11,35.0,2.0,21.0,-0.4,2.5200312,329.41553,92.317215,10.304182
LMO,2024-02-11,42.3,15.0,23.0,12.0,1.9094076,222.97626,88.31514,27.55914
LMO,2024-02-12,54.5,21.0,27.0,14.0,2.2857144,101.065796,78.71205,34.95213
GXY,2024-02-12,37.0,1.0,26.0,-2.0,2.3462358,347.1758,91.68094,17.064144
FNL,2024-02-12,46.0,19.0,26.0,17.0,3.215212,115.20607,88.18114,29.050728
GXY,2024-02-13,46.0,9.0,28.0,6.0,5.0400624,51.181744,91.56666,20.840008
FNL,2024-02-13,47.0,22.0,26.0,19.0,6.082834,88.51786,84.46092,29.480352
LMO,2024-02-13,55.4,24.0,26.0,18.0,3.5993032,36.011303,77.50201,36.12411
FNL,2024-02-14,48.0,20.0,29.0,18.0,5.7352433,107.95657,92.91646,28.740831
LMO,2024-02-14,57.2,23.5,28.4,15.0,4.2236934,55.817856,86.68479,35.3541
GXY,2024-02-14,46.0,17.0,30.0,15.0,4.9531646,52.42399,95.93131,23.926888
LMO,2024-02-15,48.0,29.0,31.5,25.7,3.1986063,56.944702,91.404205,32.852867
FNL,2024-02-15,45.0,26.0,33.8,22.0,5.0400624,87.04047,100.0,25.915567
GXY,2024-02-15,36.0,25.0,30.2,21.2,4.9531646,33.911858,95.93131,23.839096
FNL,2024-02-16,28.0,15.0,24.8,13.0,7.386298,77.19517,92.80228,13.100545
GXY,2024-02-16,27.0,15.0,24.0,12.0,9.471841,66.61541,92.62583,11.948218
LMO,2024-02-16,33.0,18.5,25.5,14.0,4.620209,48.43807,87.57482,21.078867
GXY,2024-02-17,35.0,-1.0,20.0,-4.0,1.9986453,261.09918,92.18841,14.295531
FNL,2024-02-17,35.0,5.0,27.0,3.0,4.0841885,192.29982,92.253204,15.370599
LMO,2024-02-17,40.3,7.3,20.0,3.4,1.543554,187.3975,85.1138,22.962854
FNL,2024-02-18,47.0,13.0,27.0,12.0,3.1283145,148.4492,91.90275,27.72149
GXY,2024-02-18,39.0,6.0,28.0,3.0,3.1283145,318.73764,87.25371,20.367767
LMO,2024-02-18,51.0,15.0,25.0,9.0,2.815331,257.91135,81.17539,33.54243
GXY,2024-02-19,56.0,21.0,27.0,18.0,4.8662667,128.16585,88.18114,35.28668
FNL,2024-02-19,56.0,26.0,25.0,20.0,7.2994003,118.37182,69.04303,36.79455
LMO,2024-02-19,62.0,33.4,23.4,10.8,5.066202,100.31385,61.867958,45.769455
FNL,2024-02-20,63.0,25.0,30.0,20.0,6.256629,95.21496,81.24543,41.45288
GXY,2024-02-20,63.0,23.0,37.0,21.0,3.7365978,24.459269,91.938866,39.902294
LMO,2024-02-20,70.0,30.7,28.8,16.7,5.2020907,268.9347,72.76937,51.902847
FNL,2024-02-21,59.0,31.0,32.0,15.8,7.386298,29.536493,81.78129,41.591747
LMO,2024-02-21,67.3,29.0,32.0,5.4,4.933798,63.213505,80.7812,46.049095
GXY,2024-02-21,62.0,27.0,35.0,23.0,5.387653,13.804201,96.02206,39.93889
FNL,2024-02-22,46.0,27.0,36.0,25.0,5.387653,28.531555,96.0925,33.228413
GXY,2024-02-22,48.0,27.0,36.0,27.0,5.300755,287.22507,95.96797,33.90601
LMO,2024-02-22,47.0,27.7,38.0,22.5,1.4912893,356.19495,89.52521,36.449387
GXY,2024-02-23,55.0,22.0,27.0,11.0,7.125605,316.74612,95.96797,34.058247
FNL,2024-02-23,55.0,24.0,27.0,8.0,3.3890073,192.78194,92.11594,36.2085
LMO,2024-02-23,57.0,27.0,24.8,7.7,4.101045,156.18068,79.95626,39.38734
GXY,2024-02-24,62.0,18.0,24.0,8.0,5.8221407,269.9672,91.79295,38.936012
FNL,2024-02-24,64.0,19.0,22.0,3.0,6.95181,244.66795,77.894356,42.02209
LMO,2024-02-24,65.5,23.7,23.5,1.6,5.4076657,273.47147,70.846245,45.423344
GXY,2024-02-25,66.0,24.0,21.0,7.0,6.082834,260.1957,68.445625,44.669537
LMO,2024-02-25,66.2,45.7,13.5,0.7,14.599303,255.91676,17.286678,58.128464
FNL,2024-02-25,65.0,34.0,15.0,2.0,11.035998,248.51938,37.128876,50.476982
FNL,2024-02-26,63.0,47.0,29.0,13.0,17.987808,253.55263,45.4475,54.285988
LMO,2024-02-26,65.5,44.4,31.6,8.0,14.1777,259.64328,53.12695,56.215603
GXY,2024-02-26,65.0,36.0,28.0,14.0,13.729825,253.1013,52.14281,51.148727
FNL,2024-02-27,50.0,19.0,31.0,-3.0,13.121541,305.94052,81.85604,25.215605
LMO,2024-02-27,49.5,25.5,32.0,-3.5,6.428571,142.2607,82.665085,30.272463
GXY,2024-02-27,49.0,22.0,28.0,1.0,13.729825,352.59735,92.8597,19.591787
LMO,2024-02-28,58.3,18.3,12.6,3.4,4.0278745,279.69785,67.481895,36.278618
GXY,2024-02-28,54.0,13.0,17.0,3.0,4.0841885,87.03686,77.24964,26.3679
FNL,2024-02-28,52.0,12.0,15.0,-2.0,4.6924715,72.08879,66.68716,27.837818
FNL,2024-02-29,64.0,23.0,19.0,5.0,4.7793694,240.23749,68.56635,43.91581
LMO,2024-02-29,67.0,23.0,20.0,0.0,4.794425,236.18695,66.31792,44.914875
GXY,2024-02-29,65.0,16.0,22.0,8.0,1.9117477,230.1622,84.122635,38.09358
GXY,2024-03-01,66.0,24.0,22.0,14.0,4.605574,291.34494,74.36039,41.95581
LMO,2024-03-01,67.3,38.7,17.4,6.6,8.933798,263.31506,38.898712,53.891804
FNL,2024-03-01,66.0,34.0,19.0,11.0,7.0387077,235.40033,37.128876,48.46307
LMO,2024-03-02,72.3,28.0,33.8,5.0,7.108014,232.70834,61.567017,51.20839
FNL,2024-03-02,69.0,29.0,34.0,7.0,7.994581,234.72406,67.66354,47.806255
GXY,2024-03-02,70.0,22.0,33.0,5.0,5.9090385,245.50935,80.8487,45.65626
GXY,2024-03-03,54.0,32.0,27.0,5.0,17.814013,296.15085,56.270382,33.74784
FNL,2024-03-03,51.0,32.0,29.0,1.0,16.249855,280.42197,62.044937,31.480387
LMO,2024-03-03,54.0,33.0,33.0,7.0,9.533101,254.63388,81.95995,37.932835
FNL,2024-03-04,48.0,24.0,26.0,15.0,7.820786,60.645145,77.62127,29.331821
LMO,2024-03-04,52.5,22.0,26.2,14.0,4.324042,85.17345,79.4681,35.371178
GXY,2024-03-04,51.0,34.0,27.0,13.0,7.4731956,344.34058,74.8682,32.37543
LMO,2024-03-05,52.0,25.3,22.3,13.0,3.3992932,167.8917,67.78521,35.307186
FNL,2024-03-05,50.0,23.0,28.0,13.0,7.0387077,184.69258,84.98082,30.319721
GXY,2024-03-05,52.0,19.0,23.0,12.0,7.212503,144.3215,81.16704,31.349384
GXY,2024-03-06,63.0,19.0,30.0,16.0,5.2138577,38.146683,88.0248,37.943085
LMO,2024-03-06,63.0,22.0,29.5,10.6,5.081181,281.37634,83.60411,41.775455
FNL,2024-03-06,61.0,17.0,28.0,16.0,5.7352433,47.738102,91.866394,36.883316
LMO,2024-03-07,43.7,30.7,34.0,27.5,3.2473867,78.5082,88.863396,35.28745
FNL,2024-03-07,40.0,28.0,33.8,26.6,5.12696,98.016174,100.0,29.996145
GXY,2024-03-07,43.0,28.0,33.8,24.8,6.7780147,83.284096,92.8597,28.934013
FNL,2024-03-08,39.0,22.0,32.0,19.0,4.171086,77.64416,100.0,24.76059
LMO,2024-03-08,37.4,23.0,28.2,19.8,2.6864111,29.521536,91.404205,27.491571
GXY,2024-03-08,37.0,20.0,26.6,18.0,4.2579837,41.037426,100.0,23.70064
LMO,2024-03-09,58.0,19.2,25.7,2.3,2.358885,238.22339,85.234436,35.76294
GXY,2024-03-09,56.0,14.0,27.0,2.0,2.4331334,205.38834,91.75586,30.941935
FNL,2024-03-09,55.0,16.0,26.0,5.0,2.9545193,180.24406,92.080986,33.353504
GXY,2024-03-10,67.0,15.0,22.0,-2.0,2.2593381,334.03772,84.25922,36.987362
LMO,2024-03-10,69.0,20.7,25.0,1.8,2.4947736,314.24673,70.627625,43.373978
FNL,2024-03-10,67.0,22.0,22.0,4.0,3.3890073,37.525734,77.894356,42.322124
GXY,2024-03-11,62.0,21.0,22.0,9.0,4.0841885,26.35026,77.803856,36.215332
FNL,2024-03-11,61.0,29.0,24.0,10.0,5.0400624,79.511215,60.388374,41.246876
LMO,2024-03-11,68.0,29.0,22.3,8.8,4.1881533,276.0518,54.269585,46.061867
GXY,2024-03-12,63.0,23.0,31.0,18.0,4.5186763,34.213932,84.593315,45.342735
LMO,2024-03-12,65.0,32.0,30.7,17.0,4.121951,70.36538,64.46383,49.703102
FNL,2024-03-12,63.0,31.0,30.0,18.0,5.7352433,137.46262,68.92479,47.16821
GXY,2024-03-13,52.0,34.0,39.2,31.0,8.168377,13.2984,96.1611,40.544193
FNL,2024-03-13,50.0,32.0,39.0,32.0,7.4731956,28.39639,96.05751,37.81765
LMO,2024-03-13,54.0,34.7,38.0,30.7,4.390244,16.276709,89.74628,43.30375
LMO,2024-03-14,37.4,34.7,33.0,32.0,4.804878,346.68442,92.32093,31.239243
FNL,2024-03-14,35.0,32.0,33.8,30.2,8.950456,355.9505,100.0,25.19975
GXY,2024-03-14,38.0,32.0,35.6,29.0,11.209793,18.530308,100.0,27.142868
LMO,2024-03-15,44.8,29.5,36.0,26.6,3.4703832,25.499441,94.908745,33.898308
FNL,2024-03-15,40.0,30.0,35.6,28.0,6.8649125,93.284515,100.0,27.091988
GXY,2024-03-15,51.0,30.0,37.4,29.0,8.515967,112.70521,100.0,29.601818
FNL,2024-03-16,48.0,26.0,34.0,24.0,4.0841885,351.7087,92.11594,33.84549
GXY,2024-03-16,54.0,27.0,31.0,23.0,6.8649125,316.8702,92.15066,36.69251
LMO,2024-03-16,53.0,27.7,31.0,23.7,4.1672473,304.2492,89.62599,37.67501
FNL,2024-03-17,47.0,33.0,31.0,26.0,3.3021097,351.33188,75.65175,36.864025
LMO,2024-03-17,50.7,34.3,32.4,26.8,2.0383275,326.8518,80.53948,41.08903
GXY,2024-03-17,48.0,29.0,30.0,24.0,5.7352433,351.1436,84.78886,35.277397
FNL,2024-03-18,60.0,29.0,33.0,23.0,3.910393,214.83694,84.98082,41.72717
LMO,2024-03-18,62.0,28.4,29.5,19.0,2.6898954,224.49919,84.98082,43.138893
GXY,2024-03-18,64.0,22.0,29.0,22.0,3.6497002,231.58191,91.938866,41.071056
GXY,2024-03-19,67.0,26.0,31.0,22.0,4.0841885,265.4518,92.04581,43.88148
FNL,2024-03-19,64.0,33.0,30.0,23.0,3.215212,186.35155,78.59985,47.931755
LMO,2024-03-19,67.3,31.0,31.0,21.2,3.3505535,238.3617,73.17076,48.526485
FNL,2024-03-20,60.0,34.0,32.0,24.0,4.605574,75.477974,72.85219,44.026627
LMO,2024-03-20,62.6,32.0,33.3,23.5,2.9965158,285.89673,75.264336,46.139378
GXY,2024-03-20,61.0,30.0,31.0,25.0,4.7793694,67.57144,81.40082,40.874924
LMO,2024-03-21,71.4,30.2,33.4,17.6,4.3972125,261.1248,79.70753,51.42303
GXY,2024-03-21,69.0,26.0,32.0,19.0,8.77666,314.41302,88.43512,46.46979
FNL,2024-03-21,68.0,29.0,35.0,19.0,6.3435264,337.81958,88.825165,48.2136
GXY,2024-03-22,65.0,29.0,30.0,24.0,7.2994003,104.83227,84.85323,45.677666
FNL,2024-03-22,64.0,33.0,32.0,23.0,5.7352433,149.77632,81.93035,45.162018
LMO,2024-03-22,68.0,31.0,32.7,19.0,3.6794424,91.62624,82.56918,48.099583
FNL,2024-03-23,63.0,30.0,35.0,24.0,6.256629,22.093107,84.91722,41.314056
GXY,2024-03-23,66.0,30.0,37.0,26.0,6.5173216,77.34975,81.47782,42.810925
LMO,2024-03-23,64.0,35.0,31.6,23.0,3.84669,342.99103,71.685745,46.31235
GXY,2024-03-24,60.0,22.0,36.0,19.0,10.9491005,20.27914,96.00415,31.348118
FNL,2024-03-24,62.0,23.0,35.6,21.0,9.993227,33.295063,95.875374,30.45264
LMO,2024-03-24,63.0,26.2,36.0,23.0,4.655052,41.13576,90.80969,36.407154
LMO,2024-03-25,38.0,21.6,23.0,16.0,2.804428,225.50143,86.78336,25.411434
FNL,2024-03-25,34.0,19.0,23.0,15.0,9.558739,35.879723,92.5656,16.40835
GXY,2024-03-25,35.0,20.0,20.0,13.0,12.339462,9.888203,92.62583,14.520666
FNL,2024-03-26,42.0,17.0,28.0,14.0,4.0841885,143.93633,84.98082,25.063507
GXY,2024-03-26,48.0,14.0,30.0,11.0,3.6497002,79.632385,95.98612,24.728521
LMO,2024-03-26,44.4,19.0,28.4,14.5,2.2648084,305.06714,85.42145,30.035128
GXY,2024-03-27,54.0,21.0,30.0,10.0,4.431779,306.50702,95.9497,36.572224
LMO,2024-03-27,56.5,27.0,26.4,10.6,4.794425,252.99815,79.406715,40.700417
FNL,2024-03-27,55.0,23.0,35.0,8.6,5.561448,235.32002,92.38751,35.93199
LMO,2024-03-28,68.0,31.6,26.0,15.0,4.28223,257.94586,66.52533,48.42348
FNL,2024-03-28,64.0,28.0,27.0,18.0,5.9090385,5.652958,77.98434,43.45203
GXY,2024-03-28,67.0,23.0,27.0,16.0,6.082834,308.44168,84.46092,42.909668
LMO,2024-03-29,53.0,35.8,39.2,24.8,3.867596,19.949232,82.367134,40.898846
FNL,2024-03-29,47.0,33.0,39.2,29.0,5.7352433,7.103882,93.24335,36.067413
GXY,2024-03-29,52.0,33.0,39.2,24.0,6.169731,346.36865,89.012985,38.675705
LMO,2024-03-30,60.0,37.6,39.0,33.0,2.4390244,327.7525,85.47583,48.003
GXY,2024-03-30,65.0,36.0,38.0,29.0,6.3435264,117.18953,92.4858,46.493893
FNL,2024-03-30,60.0,36.0,38.0,34.0,5.387653,358.42404,93.19044,43.12652
GXY,2024-03-31,61.0,27.0,42.8,25.0,6.5173216,14.154759,93.34736,41.461075
LMO,2024-03-31,55.8,35.0,37.8,21.7,3.0592334,336.28644,87.97896,45.662712
FNL,2024-03-31,56.0,29.0,37.0,26.6,6.082834,359.01602,93.13691,40.7194
GXY,2024-04-01,53.0,32.0,41.0,29.0,7.4731956,40.54116,100.0,37.70164
FNL,2024-04-01,56.0,33.0,39.2,30.0,5.4745502,75.69725,96.12703,38.698257
LMO,2024-04-01,55.6,37.0,39.4,26.2,4.2961674,56.22629,88.77747,42.234756
LMO,2024-04-02,63.5,30.7,34.7,16.7,1.825784,240.71944,94.908745,46.115067
GXY,2024-04-02,63.0,30.0,29.0,21.0,11.991872,328.48648,84.91722,42.483093
FNL,2024-04-02,63.0,32.0,30.0,18.0,9.906329,339.00876,81.7061,44.007492
FNL,2024-04-03,71.0,37.0,30.0,21.0,8.081479,334.6682,69.62508,54.813076
LMO,2024-04-03,73.4,35.8,34.7,18.7,3.6759582,320.07822,74.84451,55.143456
GXY,2024-04-03,73.0,32.0,34.0,17.0,7.7338886,328.79626,78.339096,50.634193
FNL,2024-04-04,75.0,34.0,30.0,19.0,4.344881,141.77184,64.24136,55.87475
GXY,2024-04-04,78.0,27.0,32.0,19.0,6.430424,134.82326,81.32336,52.587402
LMO,2024-04-04,77.0,37.0,31.3,15.6,3.5609756,284.05908,66.29342,56.654034
FNL,2024-04-05,77.0,40.0,36.0,12.0,7.820786,133.27596,75.93673,54.37326
LMO,2024-04-05,78.4,44.4,36.0,11.3,4.9930315,168.28549,63.7947,58.45024
GXY,2024-04-05,78.0,37.0,37.0,16.0,9.298046,133.55063,75.65175,54.681602
LMO,2024-04-06,60.0,44.2,30.2,2.5,18.261324,280.16364,51.22831,44.031193
GXY,2024-04-06,52.0,39.0,28.0,9.0,20.594736,304.30807,50.457027,38.672646
FNL,2024-04-06,53.0,42.0,30.0,5.0,12.773951,310.09085,55.136906,40.426895
